,text,airline_sentiment
618,disappointed u didnt honor 100 credit given ur mistake taking business elsewhere,negative
619,ua1673 still waiting supposed depart 908,negative
620,credit last trip never came mail,negative
621,ok 7 month waiting hear airline gave quite bit 30 day requested terrible service,negative
622,process ever end still waiting reply since 2 month,negative
623,whats going website im flight booking problem three ticket today ive booted system umpteen time,negative
624,get account number website say email unavailable,negative
625,need book two one way order fly unaccompanied minor,neutral
626,received 1 bag last night still missing one,negative
627,youll need upgrade seat even economy plus like sitting concrete bench,negative
628,pls help baby hannah get life saving surgery requiresshe need helppls donatert,neutral
629,bet wont honour like mine ey,neutral
630,2nd flight also delayed pilot boarded sit,negative
631,guess thats much ask huh,neutral
632,hard stay upset someone least try show remorse,negative
633,way simple apology go long way even hollow one obvious dont care wellbeing,negative
634,isnt one time thing either shocking pattern repeated neglect disrespect,negative
635,finger crossed amp intact disappointed experience actually saying enjoyed using,negative
636,incredibly easy fix would rather stay comfort zone get forced mine,negative
637,july zero excuse outofdate system cause problem like,negative
638,everyone around u sitting friend family member booked ticket october december bought,negative
639,sure talking going nonstop flight sna sfo sfo ewr,negative
640,im moving talk service,negative
641,please good weekend,neutral
642,asked legitimate question systemwide v localized problem got back unrelate flightd copypaste better,negative
643,time call need ski go airport get faith united,negative
644,see guy amazing one company continually make mistake yet fails held accountable error,negative
645,tourist wonder super tide tide century french uk coast,neutral
646,yeah sorry there always problem united international reputation problem,negative
647,yall probably work,neutral
648,maybe would care hear went whoever listens issue caused,negative
649,wonder sharing fb insta would produce number 140 character really limit story telling,negative
650,youre telling number call left airport negligent pilot staff,negative
651,could email resent doesnt appear arrived,negative
652,yes please trying get pop newark,neutral
653,follow order dmcome,negative
654,25 united coupon make broken entertainment system 9hour flight seriously,negative
655,didnt drop bag overnight amp im leaving week supposed hold bag,negative
656,dm detail still response book today,negative
657,know probably way get cheaper airfare ticket flight leaving hour,neutral
658,someone please explain process happens property found plane passenger leave heathrow,neutral
659,able dm confirmation number,negative
660,ive sent message let know got im twitterliterate also really going stuck 18hrs,negative
661,unhappy response complaint emailed 2nd feb ref 8441639 awful customer service,negative
662,dm work,neutral
663,private jet would cool work ill try,positive
664,given option using united travelbank recent flight booking problem help using recouping fund thanks,negative
665,common keep paper work ready dont delay flightsand meeting,negative
666,3659 yulord,neutral
667,yep thats correct got email 1230 flight cancelled flightled doesnt matter flight atl delayed thx,negative
668,1k problem getting fll iah sent dm making connection please let know,negative
669,done done,neutral
670,thanks sent,positive
671,im grounded montreal ua3659 missing connection ua3417 st louis helpdo private jet,negative
672,im frustrated nervous,negative
673,one make difficult,negative
674,im child im someone issue flying prepares ahead time reduce distress caused plane,negative
675,get cancelled flightled 10 hour take,negative
676,always happens guy make traveling incredibly stressful uncomfortable good business,negative
677,someone severe anxiety one person help isnt next,negative
678,im seeking go 2 client bc u cant get need refund filled form confident work past indication,negative
679,thnx response bot seems improvement could easily attained 1st class service really worth 50,neutral
680,unrivalled access flight u 7 uk airport nonstop onestop connection yearround,positive
681,booked award tix thaiairways im seeing conf united flight booking problem get get thai,neutral
682,luckily made flight time disappointed lack communication,negative
683,checking see flight 3466 atlord got cancelled flighted,negative
684,service far horrid wanted end trip high note guess thats option,negative
685,booked flight home 7 month ago requested seat together fiancée got 2 middle seat unacceptable,negative
686,guy horrible,negative
687,thnx info,positive
688,pay 17 wifi international business ticket,negative
689,ok top thing youve lost luggage could get worse,negative
690,kudos cancelled flightling flight dfw morning united usually first panic,positive
691,luggage broken,negative
692,flight 587 dfw ord currently ontime see advisory dfw may affected weather,neutral
693,maybe one day youll one quoted,negative
694,flight delayedno one remembered turn heat flight 559 leaving ordseriously,negative
695,another awesome new plane flight 1584 extremely nice captain steve connolly,positive
696,speak real person get resolved politely efficiently 22,negative
697,hadnt filed refund claim told charge dm disputed bank hence would like 12,negative
698,bag make flight iad second day without clothes pretty inconvenient pretty curious,negative
699,every united flight saipan guam adventure never know old plane operational,positive
700,hence ive asking customer service phone number speak real person get sorted,negative
701,bag leave washington yet would convenient seeing left day ago,negative
